"Name"|"Street"|"City"|"State"|"Email"|"Phone"|"Lat"|"Long"|"County"
"Minerva"|"213 N. Market St."|"Minerva"|"OH"|"info@ofaoh.com"|"(614) 636-2262"|40.7294439|-81.1036846|"""Stark"""
"Cleveland"|"12416 Euclid Ave."|"Cleveland"|"OH"|"info@ofaoh.com"|"(614) 636-2262"|41.515721|-81.59615|"""Cuyahoga"""
"Upper Sandusky"|"130 S. Sandusky Ave."|"Upper Sandusky"|"OH"|"info@ofaoh.com"|"(614) 636-2262"|40.8258385|-83.281346|"""Wyandot"""
"Pickerington"|"1256 Hill Rd. N"|"Pickerington"|"OH"|"info@ofaoh.com"|"(614) 636-2262"|39.9150104|-82.7800062|"""Fairfield"""
"Struthers"|"520 Youngstown-Poland Rd."|"Struthers"|"OH"|"info@ofaoh.com"|"(614) 636-2262"|41.0572199|-80.615833|"""Mahoning"""
"Columbus"|"310 E. Hudson St."|"Columbus"|"OH"|"info@ofaoh.com"|"(614) 636-2262"|40.015318|-83.0029304|"""Franklin"""
"Gallipolis"|"35 Court St."|"Gallipolis"|"OH"|"info@ofaoh.com"|"(614) 636-2262"|38.8065437|-82.2073476|"""Gallia"""
"Fremont"|"225 E. State St."|"Fremont"|"OH"|"info@ofaoh.com"|"(614) 636-2262"|41.34579|-83.108827|"""Sandusky"""
"Ironton"|"1520 S. 11th St."|"Ironton"|"OH"|"info@ofaoh.com"|"(614) 636-2262"|38.5282503|-82.6679979|"""Lawrence"""
"Marysville"|"893 Delaware Ave."|"Marysville"|"OH"|"info@ofaoh.com"|"(614) 636-2262"|40.236153|-83.3541089|"""Union"""
"Elyria"|"1573 W. River Rd."|"Elyria"|"OH"|"info@ofaoh.com"|"(614) 636-2262"|41.3561763|-82.1180129|"""Lorain"""
"Massillon"|"24 Lincoln Way"|"Massillon"|"OH"|"info@ofaoh.com"|"(614) 636-2262"|40.7967033|-81.5228585|"""Stark"""
"Cleveland Heights"|"2176 Lee Rd., Down"|"Cleveland Heights"|"OH"|"info@ofaoh.com"|"(614) 636-2262"|41.500351|-81.5657669|"""Cuyahoga"""
"Maumee"|"433 W. Dussel Dr."|"Maumee"|"OH"|"info@ofaoh.com"|"(614) 636-2262"|41.5810713|-83.6765473|"""Lucas"""
"Columbus"|"1247 S. High St."|"Columbus"|"OH"|"info@ofaoh.com"|"(614) 636-2262"|39.936602|-82.996537|"""Franklin"""
"Cleveland"|"468 Richmond Rd., Suite E"|"Cleveland"|"OH"|"info@ofaoh.com"|"(614) 636-2262"|41.5518937|-81.4970887|"""Cuyahoga"""
"Euclid"|"22802 Lake Shore Blvd."|"Euclid"|"OH"|"info@ofaoh.com"|"(614) 636-2262"|41.6119795|-81.5231148|"""Cuyahoga"""
"Mt. Gilead"|"400 W. High St., Suite B,C"|"Mt. Gilead"|"OH"|"info@ofaoh.com"|"(614) 636-2262"|40.548997|-82.8425309|"""Morrow"""
"Xenia"|"30 S. Detroit St."|"Xenia"|"OH"|"info@ofaoh.com"|"(614) 636-2262"|39.6845007|-83.9294974|"""Greene"""
"Painesville"|"216 E. Main St."|"Painesville"|"OH"|"info@ofaoh.com"|"(614) 636-2262"|41.726108|-81.240744|"""Lake"""
"Grove City"|"3965 Hoover Rd."|"Grove City"|"OH"|"info@ofaoh.com"|"(614) 636-2262"|39.8836263|-83.069387|"""Franklin"""
"Botkins"|"108 W. State St."|"Botkins"|"OH"|"info@ofaoh.com"|"(614) 636-2262"|40.4677681|-84.1821723|"""Shelby"""
"Perrysburg"|"118 E. Third St., Suite A"|"Perrysburg"|"OH"|"info@ofaoh.com"|"(614) 636-2262"|41.5583669|-83.6271359|"""Wood"""
"Circleville"|"134 W. Main St."|"Circleville"|"OH"|"info@ofaoh.com"|"(614) 636-2262"|39.6022958|-82.9464293|"""Pickaway"""
"Celina"|"125 S. Main St."|"Celina"|"OH"|"info@ofaoh.com"|"(614) 636-2262"|40.5481581|-84.5709661|"""Mercer"""
"London"|"22 S. Main St."|"London"|"OH"|"info@ofaoh.com"|"(614) 636-2262"|39.886019|-83.44765|"""Madison"""
"Eaton"|"219 E. Main St."|"Eaton"|"OH"|"info@ofaoh.com"|"(614) 636-2262"|39.74353|-84.633791|"""Preble"""
"Alliance"|"1160 E. State St., 4A"|"Alliance"|"OH"|"info@ofaoh.com"|"(614) 636-2262"|40.9016208|-81.0887667|"""Stark"""
"Oberlin"|"5 S. Main St., Suite 204"|"Oberlin"|"OH"|"info@ofaoh.com"|"(614) 636-2262"|41.291512|-82.217037|"""Lorain"""
"Westlake"|"31025 Center Ridge Rd."|"Westlake"|"OH"|"info@ofaoh.com"|"(614) 636-2262"|41.420702|-81.964056|"""Cuyahoga"""
"Bellefontaine"|"2527 US 68 South"|"Bellefontaine"|"OH"|"info@ofaoh.com"|"(614) 636-2262"|40.3308095|-83.7614066|"""Logan"""
"Findlay"|"1041 N. Main St."|"Findlay"|"OH"|"info@ofaoh.com"|"(614) 636-2262"|41.054356|-83.649634|"""Hancock"""
"Warren"|"369 Tod Ave. SW"|"Warren"|"OH"|"info@ofaoh.com"|"(614) 636-2262"|41.231721|-80.8291592|"""Trumbull"""
"Dayton"|"8144 N. Main St."|"Dayton"|"OH"|"info@ofaoh.com"|"(614) 636-2262"|39.8417587|-84.2612123|"""Montgomery"""
"Wadsworth"|"225 Great Oaks Trail"|"Wadsworth"|"OH"|"info@ofaoh.com"|"(614) 636-2262"|41.048992|-81.7333577|"""Medina"""
"Cambridge"|"647 Wheeling Ave."|"Cambridge"|"OH"|"info@ofaoh.com"|"(614) 636-2262"|40.0248334|-81.5921846|"""Guernsey"""
"Toledo"|"3125 Dorr St."|"Toledo"|"OH"|"info@ofaoh.com"|"(614) 636-2262"|41.652592|-83.617866|"""Lucas"""
"Berea"|"374 W. Bagley Rd."|"Berea"|"OH"|"info@ofaoh.com"|"(614) 636-2262"|41.3721641|-81.8663419|"""Cuyahoga"""
"Carrollton"|"39 E. Main St."|"Carrollton"|"OH"|"info@ofaoh.com"|"(614) 636-2262"|40.572643|-81.0853535|"""Carroll"""
"Strongsville"|"14492 Pearl Rd."|"Strongsville"|"OH"|"info@ofaoh.com"|"(614) 636-2262"|41.3095229|-81.8352196|"""Cuyahoga"""
"Wauseon"|"201 N. Fulton St."|"Wauseon"|"OH"|"info@ofaoh.com"|"(614) 636-2262"|41.549252|-84.1420009|"""Fulton"""
"Cleveland"|"2621 Lorain Ave., East Storefront"|"Cleveland"|"OH"|"info@ofaoh.com"|"(614) 636-2262"|41.483342|-81.704507|"""Cuyahoga"""
"Cincinnati"|"775 Eastgate South Dr."|"Cincinnati"|"OH"|"info@ofaoh.com"|"(614) 636-2262"|39.0953287|-84.2691063|"""Clermont"""
"Gahanna"|"181 Granville St."|"Gahanna"|"OH"|"info@ofaoh.com"|"(614) 636-2262"|40.0185402|-82.8749947|"""Franklin"""
"Wellington"|"107 Willard Memorial Sq."|"Wellington"|"OH"|"info@ofaoh.com"|"(614) 636-2262"|41.1680535|-82.2168755|"""Lorain"""
"Medina"|"799 N. Court St., #8"|"Medina"|"OH"|"info@ofaoh.com"|"(614) 636-2262"|41.1488237|-81.8635973|"""Medina"""
"Oklahoma City"|"2421 N. Classen Boulevard"|"Oklahoma City"|"OK"|"mmedrano@barackobama.com"|"(405) 698-9732"|35.493632|-97.5320041|"""Oklahoma"""
"Portland"|"10120 SW Hall Blvd. , Suite 100"|"Portland"|"OR"|"beaverton@ofaor.com"|"(971) 266-0574"|45.446902|-122.76512|"""Washington"""
"Portland"|"1125 SE Madison, Suite 112"|"Portland"|"OR"|"portland@ofaor.com"|"(503) 869-9777"|45.5129299|-122.6544244|"""Multnomah"""
"Salem"|"250 Liberty St. SE"|"Salem"|"OR"|||44.938545|-123.038935|"""Marion"""
"Eugene"|"115 W 6th Ave."|"Eugene"|"OR"||"(541) 525-9387"|44.0533406|-123.0947815|"""Lane"""
"Corvallis"|"132 SW 4th St."|"Corvallis"|"OR"|||44.5640603|-123.2622675|"""Benton"""
"Oak Grove"|"16031 SE McLoughlin Blvd"|"Oak Grove"|"OR"|||45.4068597|-122.6248579|"""Clackamas"""
"Medford"|"132 W. Main St. Suite 101"|"Medford"|"OR"|||42.3252177|-122.8750106|"""Jackson"""
"Erie"|"1305 State St"|"Erie"|"PA"|"StateStreet@ofapa.com"||42.12253|-80.080147|"""Erie"""
"Allentown"|"1031 W Linden St #101"|"Allentown"|"PA"|"WestLinden@ofapa.com"||40.60161|-75.4798068|"""Lehigh"""
"West Chester"|"533 E Gay St"|"West Chester"|"PA"|"EastGay@ofapa.com"||39.9640878|-75.5972399|"""Chester"""
"Pittsburgh"|"1400 Smallman St #1"|"Pittsburgh"|"PA"|"SmallmanStreet@ofapa.com"||40.4484631|-79.9894086|"""Allegheny"""
"State College"|"315 S Allen St #117"|"State College"|"PA"|"SouthAllen@ofapa.com"||40.7923985|-77.8581872|"""Centre"""
"Philadelphia"|"7171 Ogontz Ave"|"Philadelphia"|"PA"|"Ogontz@ofapa.com"||40.06389|-75.152456|"""Philadelphia"""
"Harrisburg"|"10 S 3rd St"|"Harrisburg"|"PA"|"Souththird@ofapa.com"||40.2605198|-76.8801794|"""Dauphin"""
"Elkins Park"|"8120 Old York Rd #4"|"Elkins Park"|"PA"|"OldYork@ofapa.com"||40.0787509|-75.127166|"""Montgomery"""
"Johnstown"|"430 Main St Fl 2"|"Johnstown"|"PA"|"MainSt@OFAPA.com"|"(814) 321-3467"|40.32548|-78.9188823|"""Cambria"""
"Easton"|"91 Larry Holmes Dr #120"|"Easton"|"PA"|"Lholmesdrive@ofapa.com"||40.6930572|-75.205316|"""Northampton"""
"Scranton"|"216 Wyoming Avenue"|"Scranton"|"PA"|"WyomingAve@ofapa.com"||41.4092259|-75.6645905|"""Lackawanna"""
"Norristown"|"1729 Markley St"|"Norristown"|"PA"|"Markeley@ofapa.com"||40.1307604|-75.3348736|"""Montgomery"""
"Philadelphia"|"322 W Chelten Ave"|"Philadelphia"|"PA"|"Chelten@ofapa.com"||40.029482|-75.180699|"""Philadelphia"""
"Reading"|"108 S 5th St Fl 1"|"Reading"|"PA"|"SouthFifth@ofapa.com"||40.3333445|-75.9280753|"""Berks"""
"Philadelphia"|"206 E Girard Ave #C"|"Philadelphia"|"PA"|"EastGirard@ofapa.com"||39.968938|-75.133267|"""Philadelphia"""
"Greensburg"|"101 N Main St, #G-1"|"Greensburg"|"PA"|"NorthMain@OFAPA.com"|"(724) 312-3622"|40.303652|-79.544551|"""Westmoreland"""
"Media"|"340 W Baltimore Ave"|"Media"|"PA"|"WestBaltimore@OFAPA.COM"||39.9174539|-75.3941451|"""Delaware"""
"Beaver Falls"|"1502 7th Ave"|"Beaver Falls"|"PA"|"7thAve@ofapa.com"||40.7561043|-80.3194131|"""Beaver"""
"Philadelphia"|"209 S 52nd St"|"Philadelphia"|"PA"|"52ndStreet@ofapa.com"||39.956647|-75.2254284|"""Philadelphia"""
"York"|"120 W Market St"|"York"|"PA"|"WestMarket@ofapa.com"||39.9616688|-76.7303758|"""York"""
"Pittsburgh"|"1105 E Carson St"|"Pittsburgh"|"PA"|"EastCarson@ofapa.com"||40.4288125|-79.9871534|"""Allegheny"""
"Sharon"|"79 E State St"|"Sharon"|"PA"|"EastStateSt@ofapa.com"||41.232901|-80.5078203|"""Mercer"""
"Bethlehem"|"13 E 3rd St"|"Bethlehem"|"PA"|"EastThird@ofapa.com"||40.6120779|-75.3779724|"""Northampton"""
"Wilkes-Barre"|"70 S Main St"|"Wilkes-Barre"|"PA"|"Wilkes-Barre@ofapa.com"||41.2442331|-75.8844923|"""Luzerne"""
"Coatesville"|"238 E Lincoln Hwy"|"Coatesville"|"PA"|||39.9835164|-75.8211613|"""Chester"""
"Monroeville"|"2675 Monroeville Blvd"|"Monroeville"|"PA"|||40.4362663|-79.780347|"""Allegheny"""
"Chester"|"403 Avenue of the States Fl 1"|"Chester"|"PA"|||39.8475025|-75.3595397|"""Delaware"""
"Philadelphia"|"6841 Germantown Ave"|"Philadelphia"|"PA"|"Germantown@ofapa.com"||40.0554223|-75.1870298|"""Philadelphia"""
"Bristol"|"412 Mill St"|"Bristol"|"PA"|"MillStreet@ofapa.com"||40.0964649|-74.8595244|"""Bucks"""
"Lancaster"|"250 W King St"|"Lancaster"|"PA"|||40.0374326|-76.3106504|"""Lancaster"""
"Pittsburgh"|"200 N Highland Ave Fl 1A"|"Pittsburgh"|"PA"|||40.46265|-79.924416|"""Allegheny"""
"Philadelphia"|"5601 Vine St"|"Philadelphia"|"PA"|||39.96657|-75.232809|"""Philadelphia"""
"Philadelphia"|"1825 E Passyunk Ave"|"Philadelphia"|"PA"|"PassyunkAve@ofapa.com"||39.927093|-75.166382|"""Philadelphia"""
"Doylestown"|"33 S Main St"|"Doylestown"|"PA"|||40.3090385|-75.129936|"""Bucks"""
"Philadelphia"|"5706 N 5th St"|"Philadelphia"|"PA"|||40.0380972|-75.1301477|"""Philadelphia"""
"Williamsport"|"337 Pine St"|"Williamsport"|"PA"|"williamsport@ofapa.com"||41.2410514|-77.0031525|"""Lycoming"""
"Camp Hill"|"3300 Hartzdale Dr #110"|"Camp Hill"|"PA"|"camphill@ofapa.com"||40.226622|-76.925869|"""Cumberland"""
"Stroudsburg"|"912 Main St #102"|"Stroudsburg"|"PA"|"stroudsburg@ofapa.com"||40.9841606|-75.1992248|"""Monroe"""
"Philadelphia"|"9173 Roosevelt Blvd"|"Philadelphia"|"PA"|"NorthPhilly@Ofapa.com"||40.075256|-75.03237|"""Philadelphia"""
"Pottstown"|"238 E High St #203"|"Pottstown"|"PA"|"Pottstown@ofapa.com"||40.2454224|-75.6489034|"""Montgomery"""
"Pittsburgh"|"115 Atwood St"|"Pittsburgh"|"PA"|||40.4415037|-79.9581441|"""Allegheny"""
"Oil City"|"4317 Pennsylvania 257"|"Oil City"|"PA"|||41.4192899|-79.705803|"""Venango"""
"Washington"|"54 W Wheeling St"|"Washington"|"PA"|||40.1690231|-80.2470942|"""Washington"""
"Lansdowne"|"26 N Lansdowne Ave"|"Lansdowne"|"PA"|||39.9391156|-75.272377|"""Delaware"""
"Philadelphia"|"4663 Paul Street"|"Philadelphia"|"PA"|"Frankford@ofapa.com"||40.0160579|-75.0837163|"""Philadelphia"""
"Mt Lebanon"|"2895 West Liberty Ave"|"Mt Lebanon"|"PA"|"MtLebanon@ofapa.com"||40.3948144|-80.034142|"""Allegheny"""
"Philadelphia"|"1737 South Street"|"Philadelphia"|"PA"|||39.9445599|-75.1715176|"""Philadelphia"""
"Hazleton"|"236 West Broad St"|"Hazleton"|"PA"|"hazleton@ofapa.com"||40.9551739|-75.9782082|"""Luzerne"""
"Pottsville"|"111 W. Market St"|"Pottsville"|"PA"|"pottsville@ofapa.com"||40.6857852|-76.1957435|"""Schuylkill"""
"Chambersburg"|"1061 Lincoln Way East"|"Chambersburg"|"PA"|"Chambersburg@ofapa.com"||39.9301689|-77.6400479|"""Franklin"""
"Lewisburg"|"29 South 3rd Street"|"Lewisburg"|"PA"|"Lewisburg@ofapa.com"||40.963553|-76.884444|"""Union"""
"Pittsburgh"|"1722 Murray Ave"|"Pittsburgh"|"PA"|"Murray@ofapa.com"||40.4372389|-79.923075|"""Allegheny"""
"Hanover"|"118 Frederick St"|"Hanover"|"PA"|"Hanover@ofapa.com"||39.798893|-76.984958|"""York"""
"Kennett Square"|"612 S Union Street"|"Kennett Square"|"PA"|"Kennettsquare@ofapa.com"||39.8397188|-75.7101229|"""Chester"""
"Providence"|"151 Broadway, Suite 310"|"Providence"|"RI"|"rhodeisland@barackobama.com"|"(401) 680-0270"|41.8216068|-71.4222558|"""Providence"""
"Columbia"|"717 Lady St., Suite A"|"Columbia"|"SC"|"aalbergottie@ofasc.com"||34.0004788|-81.0416102|"""Richland"""
"Charleston"|"1836 Ashley River Rd. , Suite L"|"Charleston"|"SC"|||32.80357|-80.018744|"""Charleston"""
"Rock Hill"|"1176 Ebenezer Road"|"Rock Hill"|"SC"|||34.9460229|-81.03537|"""York"""
"Sioux Falls"|"4531 E 26th St"|"Sioux Falls"|"SD"|"ZNistler@barackobama.com"|"(320) 293-0006"|43.5293736|-96.6697809|"""Minnehaha"""
"Chattanooga"|"306 West Main Street, Suite 108"|"Chattanooga"|"TN"|"jwilkins@barackobama.com"|"(615) 717-7050"|35.0372266|-85.3105562|"""Hamilton"""
"Dallas"|"4209 Parry Ave"|"Dallas"|"TX"|"tholden@ofatx.com"|"(512) 656-9616"|32.7849419|-96.7644153|"""Dallas"""
"Houston"|"4400 Almeda Ave."|"Houston"|"TX"|||29.7299952|-95.3765417|"""Harris"""
"El Paso"|"2226 Montana Ave"|"El Paso"|"TX"|||31.777979|-106.469241|"""El Paso"""
"Austin"|"2406 Manor Rd"|"Austin"|"TX"|"mklein@ofatx.com"||30.2849388|-97.7168631|"""Travis"""
"Salt Lake City"|"175 West 200 South Suite 1003"|"Salt Lake City"|"UT"|||40.763974|-111.896106|""Salt Lake""
"Burlington"|"77 College St, (Second Floor)"|"Burlington"|"VT"|"vermont@barackobama.com"|"(802) 952-8732"|44.476816|-73.21693|"""Chittenden"""
"Fairfax"|"11215 Lee Highway"|"Fairfax"|"VA"|"Fairfax@ofava.com"|"(703) 309-8019"|38.8514048|-77.3343046|"""Fairfax"""
"Richmond"|"408 E. Main Street"|"Richmond"|"VA"|"Richmond@ofava.com"|"(804) 937-0905"|37.540873|-77.440225|"""Richmond"""
"Petersburg"|"612 S. Sycamore Street"|"Petersburg"|"VA"|"Petersburg@ofava.com"|"(804) 790-9812"|37.2185991|-77.3998439|"""Dinwiddie"""
"Newport News"|"11717 Jefferson Avenue"|"Newport News"|"VA"|"NewportNews@ofava.com"|"(757) 291-6545"|37.079301|-76.478984|"""Chesterfield"""
"Fredericksburg"|"1281 Central Park Blvd"|"Fredericksburg"|"VA"|"Fredericksburg@ofava.com"|"(540) 693-0479"|38.3014229|-77.5141139|"""Spotsylvania"""
"Danville"|"1107 Piney Forest Road"|"Danville"|"VA"|"Danville@ofava.com"|"(434) 515-0802"|36.6240843|-79.4035854|"""Pittsylvania"""
"Charlottesville"|"407 E Main St."|"Charlottesville"|"VA"|"Charlottesville@ofava.com"|"(434) 960-6190"|38.0301241|-78.4794801|"""Charlottesville city"""
"Leesburg"|"56 Sycolin"|"Leesburg"|"VA"|"Loudon@ofava.com"|"(540) 330-3972"|39.1066193|-77.5541474|"""Loudoun"""
"Woodbridge"|"2243-C Old Bridge Road"|"Woodbridge"|"VA"|"PrinceWilliam@ofava.com"|"(703) 303-1563"|38.6780588|-77.2806656|"""Prince William"""
"Virginia Beach"|"485 S. Independence Blvd. , Suite 107 and Suite 108"|"Virginia Beach"|"VA"|"VirginiaBeach@ofava.com"|"(757) 304-2589"|36.8274824|-76.13306|"""Chesterfield"""
"Suffolk"|"114 North Main Street, Suite 102"|"Suffolk"|"VA"|"Suffolk@ofava.com"|"(757) 287-4437"|36.7285156|-76.5830665|"""Chesterfield"""
"Falls Church"|"7285 Arlington Blvd."|"Falls Church"|"VA"|"FallsChurch@ofava.com"|"(703) 362-1831"|38.8659162|-77.1975761|"""Fairfax"""
"Arlington"|"2408 Columbia Pike"|"Arlington"|"VA"|"Arlington@ofava.com"|"(703) 314-5474"|38.8634588|-77.0843163|"""Arlington"""
"Richmond"|"2720 Enterprise Pkwy, Suites 103 and 105"|"Richmond"|"VA"|"Henrico@ofava.com"|"(804) 869-6429"|37.623682|-77.531729|"""Henrico"""
"Alexandria"|"1400 Duke St"|"Alexandria"|"VA"|"Alexandria@ofava.com"|"(703) 341-7671"|38.803391|-77.055637|"""Alexandria city"""
"Norfolk"|"100 West 20th Street"|"Norfolk"|"VA"|"Norfolk@ofava.com"|"(757) 604-4327"|36.8667474|-76.2855184|"""Chesterfield"""
"Blacksburg"|"712 N. Main St., Suite 102"|"Blacksburg"|"VA"|"Blacksburg@ofava.com"|"(540) 330-3092"|37.2356|-80.4205|"""Montgomery"""
"Martinsville"|"33 East Main St.  Suites A&amp;B"|"Martinsville"|"VA"|"Martinsville@ofava.com"|"(276) 299-1393"|36.6915253|-79.872415|"""Henry"""
"Harrisonburg"|"2 North Main Street"|"Harrisonburg"|"VA"|"Harrisonburg@ofava.com"|"(804) 833-7462"|38.449469|-78.868377|"""Rockingham"""
"Portsmouth"|"1215 High Street"|"Portsmouth"|"VA"|"Portsmouth@ofava.com"|"(757) 945-8986"|36.8345569|-76.313506|"""Chesterfield"""
"Charlottesville"|"335 Greenbrier Dr"|"Charlottesville"|"VA"|"Albemarle@ofava.com"|"(434) 422-0764"|38.072273|-78.488525|"""Albemarle"""
"Williamsburg"|"201 Penniman Road"|"Williamsburg"|"VA"|"Williamsburg@ofava.com"|"(757) 947-4237"|37.2733657|-76.6878732|"""James City"""
"Culpeper"|"102 North Main Street, Suites 300/301"|"Culpeper"|"VA"|"Culpeper@ofava.com"|"(212) 851-6222"|38.4731815|-77.9966639|"""Culpeper"""
"Hampton"|"1026 Settler's Landing E"|"Hampton"|"VA"|"Hampton@ofava.com"|"(757) 746-5184"|37.0246685|-76.3320043|"""Isle of Wight"""
"South Boston"|"3166 Halifax Rd."|"South Boston"|"VA"|"Halifax@ofava.com"|"(434) 264-6899"|36.7326627|-78.9183212|"""Halifax"""
"Emporia"|"425 H South Main Street"|"Emporia"|"VA"|"Emporia@ofava.com"|"(757) 287-4437"|36.6853285|-77.5431506|"""Greensville"""
"Fluvanna"|"265 Turkeysag Trail, #110"|"Fluvanna"|"VA"|"Fluvanna@ofava.com"|"(434) 422-0810"|37.904461|-78.341558|"""Fluvanna"""
"Reston"|"1760 Reston Parkway, Suite 200"|"Reston"|"VA"|"Reston@ofava.com"|"(703) 880-6396"|38.96289|-77.354936|"""Fairfax"""
"Chesapeake"|"927 North Battlefield Blvd."|"Chesapeake"|"VA"|"Chesapeake@ofava.com"|"(757) 509-1934"|36.7530466|-76.2469412|"""Isle of Wight"""
"Lynchburg"|"2225 Lakeside Drive, Unit C-1"|"Lynchburg"|"VA"|"Lynchburg@ofava.com"|"(434) 515-1642"|37.398822|-79.20931|"""Campbell"""
"Sterling"|"46396 Benedict Drive  Suite 200"|"Sterling"|"VA"|"Sterling@ofava.com"|"(540) 330-5041"|39.025587|-77.394046|"""Loudoun"""
"Manassas"|"9411 Main Street, Suites 101 &amp; 102"|"Manassas"|"VA"|"Manassas@ofava.com"|"(571) 243-4935"|38.7506668|-77.4715044|"""Prince William"""
"Burke"|"9253 Old Keene Mill Rd"|"Burke"|"VA"|"Springfield@ofava.com"|"(703) 506-5460"|38.775068|-77.265917|"""Fairfax"""
"Winchester"|"106 West Boscawen"|"Winchester"|"VA"|"Winchester@ofava.com"|"(540) 533-6203"|39.1844765|-78.1674542|"""Frederick"""
"Alexandria"|"8796 (G&amp;H) Sacramento Drive"|"Alexandria"|"VA"|"MtVernon@ofava.com"|"(703) 509-7418"|38.7206544|-77.1277624|"""Fairfax"""
"Roanoke"|"109 Norfolk Ave"|"Roanoke"|"VA"|"Roanoke@ofava.com"|"(540) 353-5108"|37.2728519|-79.942778|"""Roanoke"""
"Centreville"|"14260-P Centreville Square"|"Centreville"|"VA"|"Centreville@ofava.com"|"(608) 320-5139"|38.837886|-77.440031|"""Fairfax"""
"Waverly"|"336 West Main Street"|"Waverly"|"VA"|"Waverly@ofava.com"|"(757) 287-4437"|37.0358423|-77.0957605|"""Sussex"""
"Staunton"|"15 E Beverely Street"|"Staunton"|"VA"|"Staunton@ofava.com"|"(540) 330-5101"|38.14971|-79.073219|"""Augusta"""
"Charlottesville"|"1325 W Main St A"|"Charlottesville"|"VA"|"Charlottesville@ofava.com"||38.033965|-78.498841|"""Charlottesville city"""
"Newport News"|"2712 Chestnut Ave."|"Newport News"|"VA"|"NewportNews@ofava.com"|"(757) 968-0140"|36.989157|-76.407174|"""Chesterfield"""
"Tappahannock"|"1388 D Tappahannock Blvd"|"Tappahannock"|"VA"|"Tappahannock@ofava.com"|"(757) 999-4403"|37.9140605|-76.860069|"""Essex"""
"Stafford"|"20 PGA Drive , Suite 101"|"Stafford"|"VA"|"Stafford@ofava.com"|"(540) 631-4704"|38.4445849|-77.398937|"""Stafford"""
"Radford"|"513 East Main St"|"Radford"|"VA"|"Radford@ofava.com"|"(240) 498-4687"|37.1362055|-80.5429535|"""Montgomery"""
"Madison Heights"|"4133 South Amherst Highway"|"Madison Heights"|"VA"||"(540) 330-5672"|37.4636386|-79.1187471|"""Amherst"""
"Fredericksburg"|"10705 Courthouse Rd"|"Fredericksburg"|"VA"|"Spotsylvania@ofava.com"|"(804) 402-4687"|38.246905|-77.513129|"""Spotsylvania"""
"Richmond"|"617 East Belt Boulevard"|"Richmond"|"VA"|"Richmond@ofava.com"|"(804) 426-7202"|37.5021067|-77.4735183|"""Richmond"""
"Richmond"|"4719 Nine Mile Road"|"Richmond"|"VA"|"Henrico@ofava.com"|"(804) 334-2933"|37.543535|-77.370154|"""Henrico"""
"Arlington"|"4401 Wilson Blvd, Suite 10"|"Arlington"|"VA"|"Arlington@ofava.com"||38.8804241|-77.1138177|"""Arlington"""
"Chester"|"15714 Jefferson Davis Highway"|"Chester"|"VA"||"(804) 318-0006"|37.3100651|-77.4085934|"""Chesterfield"""
"Ashland"|"147 Junction Dr."|"Ashland"|"VA"|"Hanover@ofava.com"|"(804) 615-9584"|37.7550996|-77.468087|"""Hanover"""
"South Hill"|"125 North Mecklenburg Ave."|"South Hill"|"VA"|"SouthHill@ofava.com"|"(434) 851-9086"|36.7272605|-78.1286447|"""Mecklenburg"""
"Bristol"|"601 Commonweatlh Ave, Suite 2"|"Bristol"|"VA"|"Bristol@ofava.com"|"(414) 698-9776"|36.6027757|-82.1920545|"""Bristol city"""
"Madison Heights"|"4133 South Amherst Highway"|"Madison Heights"|"VA"|"Amherst@ofava.com"|"(540) 330-5672"|37.4636386|-79.1187471|"""Amherst"""
"Midlothian"|"713 North Courthouse Road"|"Midlothian"|"VA"||"(804) 874-0053"|37.5002721|-77.6089088|"""Chesterfield"""
"South Hill"|"125 North Mecklenburg Ave."|"South Hill"|"VA"||"(434) 851-9086"|36.7272605|-78.1286447|"""Mecklenburg"""
"McLean"|"1312C Chain Bridge Road"|"McLean"|"VA"|"McLean@ofava.com"|"(703) 509-7452"|38.9396905|-77.1747926|"""Fairfax"""
"Farmville"|"236 North Main Street"|"Farmville"|"VA"|"Farmville@ofava.com"|"(434) 260-1632"|37.3030808|-78.3919029|"""Prince Edward"""
"Charles City"|"7501-B Adkins Road"|"Charles City"|"VA"|"CharlesCity@ofava.com"||37.386748|-77.1043059|"""Charles City"""
"Dumfries"|"17997 Dumfries Shopping Plaza"|"Dumfries"|"VA"||"(571) 243-4935"|38.5623203|-77.3278596|"""Prince William"""
"Vienna"|"1952 Gallows Road, Suite 210"|"Vienna"|"VA"|||38.911235|-77.227512|"""Fairfax"""
"Seattle"|"901 Rainier Ave. S."|"Seattle"|"WA"|"washington@barackobama.com"|"(206) 395-2116"|47.5939795|-122.3102218|"""King"""
"Everett"|"2212 Broadway"|"Everett"|"WA"|"washington@barackobama.com"|"(425) 374-8355"|47.987962|-122.20178|"""Snohomish"""
"Tacoma"|"4412 6th Ave"|"Tacoma"|"WA"|"washington@barackobama.com"|"(253) 292-1613"|47.2552333|-122.4968287|"""Pierce"""
"Spokane"|"239 W Main, Ste A"|"Spokane"|"WA"|"washington@barackobama.com"|"(509) 850-3232"|47.6589705|-117.4149646|"""Spokane"""
"Yakima"|"16 South First St"|"Yakima"|"WA"|"washington@barackobama.com"|"(509) 452-7197"|46.6015742|-120.5059974|"""Yakima"""
